source,target,similarity,source_country,target_country
Luxemburger Wort,Fitness France,0.831941216805782,LU,FR
Luxemburger Wort,Wasi Gaming,0.851209686401459,LU,FR
Luxemburger Wort,Utazás BUSINESS CLAS,0.8379088895955725,LU,HU
Luxemburger Wort,MKUK - Magyar Kanizs,0.7665843952885449,LU,HU
Luxemburger Wort,Poneeey Live (Gaming,0.8044680048953046,LU,FR
Luxembourg Tech Scho,Luxembourg American ,0.7840546903140074,LU,LU
Luxembourg Tech Scho,Sacred Heart Univers,0.7881230074692589,LU,LU
Luxembourg Tech Scho,Impulse Fitness Fran,0.9053459188997451,LU,FR
Luxembourg Tech Scho,FRED'S KITCHEN FRANC,0.9504167667023689,LU,FR
Luxembourg Tech Scho,Miss Small Beauty Fr,0.782387229812704,LU,FR
Luxembourg Tech Scho,Jahanara lifestyle f,0.7837016338060694,LU,FR
Luxembourg Tech Scho,Vegan Fighter France,0.7807691053972792,LU,FR
Luxembourg Tech Scho,Magyar Zene Nyaralój,0.8434362935893386,LU,HU
Luxembourg Tech Scho,Chaos Boys Hungary -,0.876296776892736,LU,HU
Luxembourg Tech Scho,Rugby Club Luxembour,0.8249294252420902,LU,LU
Luxembourg Tech Scho,Chill mam Will,0.891042705891131,LU,LU
POST Telecom for Bus,oklm beauty France ,0.7688240351097222,LU,FR
POST Telecom for Bus,Shark Beauty France,0.8229385890125764,LU,FR
POST Telecom for Bus,Onorina Jomir Beauty,0.8314350970740586,LU,FR
POST Telecom for Bus,Magyar Lelátó,0.8842421754461257,LU,HU
POST Telecom for Bus,Magyar Humor,0.8493060443784234,LU,HU
POST Telecom for Bus,Luxembourg Sports Ne,0.7643671026248597,LU,LU
POST Telecom for Bus, Magyar Gamer CJ,0.7934277264462353,LU,HU
Luxembourg School of,パリ Franceのマルシェから,0.9040434298374155,LU,FR
Luxembourg School of,Onacook France,0.809509676799974,LU,FR
Luxembourg School of,Sheikh sathi lifesty,0.7936167553008985,LU,FR
Luxembourg School of,French Lifestyle,0.8531923713434628,LU,FR
Luxembourg School of,Tamanna’s Kitchen & ,0.7760285046219868,LU,FR
Luxembourg School of,Gay in Rural France ,0.8613007727624227,LU,FR
Luxembourg School of,Magyar E-sport Szöve,0.7956237667502224,LU,HU
Luxembourg School of,Magyar Funkcionális ,0.8997777712036799,LU,HU
Luxembourg School of,12 Tone Music,0.8463810554035606,LU,HU
Luxembourg School of,Anibarátok Podcast,0.8945951788166769,LU,HU
Luxembourg School of,HUSZONEGY Bitcoin po,0.8915065592777883,LU,HU
Luxembourg School of,Choeur de Chambre de,0.8446901438212222,LU,LU
Luxembourg School of,Vaibhav KKM,0.8288231418571037,LU,LU
Luxembourg School of,CMCM Luxembourg,0.7562475570141655,LU,LU
Luxembourg School of,Le Recap Twitch,0.9197722114274967,LU,FR
The Luxembourg Mind,Deep Dive Culture,0.8326778488139202,LU,LU
The Luxembourg Mind,Philharmonie Luxembo,0.8150316197655898,LU,LU
The Luxembourg Mind,Lr health and Beauty,0.7844661542176183,LU,FR
The Luxembourg Mind,DEFI - La Mode de Fr,0.7798321957884264,LU,FR
The Luxembourg Mind,French Quarter Podca,0.7688214141577271,LU,FR
The Luxembourg Mind,FJU Luxembourg,0.8222263018439229,LU,LU
The Luxembourg Mind,The Little Gym Luxem,0.8142021449077893,LU,LU
The Luxembourg Mind,MediNation Luxembour,0.8120482975673535,LU,LU
Luxembourg American ,Kulturministère - Mi,0.7754785959122473,LU,LU
Luxembourg American ,Sacred Heart Univers,0.9712861097789984,LU,LU
Luxembourg American ,Research Luxembourg,0.766494836889541,LU,LU
Luxembourg American ,Impulse Fitness Fran,0.8477308994814922,LU,FR
Luxembourg American ,Miss Small Beauty Fr,0.974478150952373,LU,FR
Luxembourg American ,Vegan Fighter France,0.7615685115103119,LU,FR
Luxembourg American ,ablan star bebegim,0.7665433788742164,LU,HU
Luxembourg American ,Magyar Zene Nyaralój,0.7812905857652299,LU,HU
Luxembourg American ,"Izraelben utazás, cs",0.8703952935597774,LU,HU
Luxembourg American ,91. perc podcast,0.789661705790685,LU,HU
Luxembourg American ,Trove Film Collectiv,0.7589064618324673,LU,HU
Luxembourg American ,Hungarian Mirror,0.7926437544841118,LU,HU
Luxembourg American ,Luxembourg Sports Ne,0.7990970564068876,LU,LU
Luxembourg American ,Rugby Club Luxembour,0.9391020023507834,LU,LU
Luxembourg American ,Luxembourg Expo Pavi,0.8566725190156848,LU,LU
Luxembourg American ,Chill mam Will,0.8515582958451093,LU,LU
Luxembourg American ,Anna Luxembourg,0.7678306812254947,LU,LU
Luxembourg American ,Powerlifting & Weigh,0.9083903122272694,LU,LU
Luxembourg American ,Ultima Gaming France,0.7876547888160876,LU,FR
Luxembourg American ,luxembourg ball gami,0.8144971713995163,LU,LU
Kulturministère - Mi,Sacred Heart Univers,0.7931388063241557,LU,LU
Kulturministère - Mi,Impulse Fitness Fran,0.7677033036666056,LU,FR
Kulturministère - Mi,Miss Small Beauty Fr,0.7914526994030595,LU,FR
Kulturministère - Mi,DEFI - La Mode de Fr,0.8079947274509692,LU,FR
Kulturministère - Mi,Vegan Fighter France,0.8616495255526504,LU,FR
Kulturministère - Mi,ablan star bebegim,0.7870401294877973,LU,HU
Kulturministère - Mi,91. perc podcast,0.9512894973597155,LU,HU
Kulturministère - Mi,Rugby Club Luxembour,0.780714498512734,LU,LU
Kulturministère - Mi,Luxembourg Expo Pavi,0.7730654261113599,LU,LU
Kulturministère - Mi,Anna Luxembourg,0.9130011448025399,LU,LU
Kulturministère - Mi,The Little Gym Luxem,0.8197456536036805,LU,LU
Kulturministère - Mi,luxembourg ball gami,0.7846143628121313,LU,LU
CityNews Luxembourg,Deep Dive Culture,0.7625267087497076,LU,LU
CityNews Luxembourg,FHSE - University of,0.9056503870499248,LU,LU
CityNews Luxembourg,Lr health and Beauty,0.7868128475481604,LU,FR
CityNews Luxembourg,MediNation Luxembour,0.7931337339858122,LU,LU
CityNews Luxembourg,Healthcare Week Luxe,0.9730893686234645,LU,LU
Deep Dive Culture,Philharmonie Luxembo,0.9621936442544278,LU,LU
Deep Dive Culture,FHSE - University of,0.7591111383314442,LU,LU
Deep Dive Culture,Magyar Krónikák,0.8047618245693928,LU,HU
Deep Dive Culture,MediNation Luxembour,0.9491637506366594,LU,LU
Deep Dive Culture,Healthcare Week Luxe,0.7621542529400455,LU,LU
Philharmonie Luxembo,Magyar Krónikák,0.8267269719000137,LU,HU
Philharmonie Luxembo,MediNation Luxembour,0.9274411249997455,LU,LU
Sacred Heart Univers,Impulse Fitness Fran,0.8558491649396622,LU,FR
Sacred Heart Univers,FRED'S KITCHEN FRANC,0.757607142435504,LU,FR
Sacred Heart Univers,Miss Small Beauty Fr,0.9902435520680838,LU,FR
Sacred Heart Univers,Vegan Fighter France,0.7781870365328746,LU,FR
Sacred Heart Univers,ablan star bebegim,0.7725866349807358,LU,HU
Sacred Heart Univers,Magyar Zene Nyaralój,0.7735067014897616,LU,HU
Sacred Heart Univers,"Izraelben utazás, cs",0.8580085119824518,LU,HU
Sacred Heart Univers,91. perc podcast,0.808491950710758,LU,HU
Sacred Heart Univers,Hungarian Mirror,0.7745212307392343,LU,HU
Sacred Heart Univers,Luxembourg Sports Ne,0.7832442897998281,LU,LU
Sacred Heart Univers,Rugby Club Luxembour,0.9454388296567393,LU,LU
Sacred Heart Univers,Luxembourg Expo Pavi,0.8556294605012121,LU,LU
Sacred Heart Univers,Chill mam Will,0.8489744271951796,LU,LU
Sacred Heart Univers,Anna Luxembourg,0.7827368202448471,LU,LU
Sacred Heart Univers,Powerlifting & Weigh,0.8847082453583333,LU,LU
Sacred Heart Univers,Ultima Gaming France,0.7776822382758743,LU,FR
Sacred Heart Univers,luxembourg ball gami,0.8180837899176459,LU,LU
Ministère de l'Educa,Juste pour rire Fran,0.9747885373634068,LU,FR
Ministère de l'Educa,Lékué France,0.8277695903469044,LU,FR
Ministère de l'Educa,Utazás BUSINESS CLAS,0.7942110589826178,LU,HU
Ministère de l'Educa, Poroszka Magyar Zso,0.7635098735211846,LU,HU
Ministère de l'Educa,MKUK - Magyar Kanizs,0.8634838663070827,LU,HU
Ministère de l'Educa,Luxembourg for Touri,0.86104446164371,LU,LU
Ministère de l'Educa,PwC Luxembourg,0.7893399779765049,LU,LU
FHSE - University of,MediNation Luxembour,0.7912663378855183,LU,LU
FHSE - University of,Healthcare Week Luxe,0.8836722829106812,LU,LU
Research Luxembourg,Onorina Jomir Beauty,0.8183566823507615,LU,FR
Research Luxembourg,Magyar Lelátó,0.7933845583179296,LU,HU
Research Luxembourg,Magyar E-sport Szöve,0.8482056023563947,LU,HU
Research Luxembourg,Magyar Zene Nyaralój,0.7803597938926566,LU,HU
Research Luxembourg,"Izraelben utazás, cs",0.7755268679630961,LU,HU
Research Luxembourg,Trove Film Collectiv,0.9857808334272408,LU,HU
Research Luxembourg,Hungarian Mirror,0.9493002992767742,LU,HU
Research Luxembourg,Luxembourg Sports Ne,0.8294150337672157,LU,LU
Research Luxembourg,Choeur de Chambre de,0.7971276373133848,LU,LU
Research Luxembourg,Auchan Luxembourg,0.7730521863244247,LU,LU
Research Luxembourg,Chill mam Will,0.758134383667815,LU,LU
Research Luxembourg,Powerlifting & Weigh,0.8273764699418751,LU,LU
Research Luxembourg,CMCM Luxembourg,0.8283189656345618,LU,LU
Research Luxembourg, Magyar Gamer CJ,0.8011334021945714,LU,HU
France tv sport,Jaime French,0.8184217086261724,FR,FR
France tv sport,Baloo Live,0.7573710383630509,FR,FR
NBA Extra - beIN SPO,Prime Video Sport Fr,0.9624639961396647,FR,FR
NBA Extra - beIN SPO,France Musique conce,0.8226354443974578,FR,FR
NBA Extra - beIN SPO,SleepingBeauty,0.7565372313656573,FR,FR
NBA Extra - beIN SPO,Indian Mom in Europe,0.9258771390344424,FR,LU
NBA Extra - beIN SPO,BEYBLADE Français - ,0.8239211991332454,FR,FR
Sport en France,MAGGI France,0.7755510196524155,FR,FR
Sport en France,Magyar Közöny Podcas,0.8731900585075726,FR,HU
Sport en France,Monster High Magyaro,0.8285194420256963,FR,HU
Sport en France,Nemzeti Filmintézet,0.8081116296832159,FR,HU
Sport en France,Rubicon Történelem,0.8545683758031062,FR,HU
Sport en France,CHL Luxembourg,0.7646880309866885,FR,LU
Sport en France,Magyar LoLTV,0.932836029655013,FR,HU
Prime Video Sport Fr,France Musique conce,0.8479431491416644,FR,FR
Prime Video Sport Fr,SleepingBeauty,0.7781643553163281,FR,FR
Prime Video Sport Fr,Indian Mom in Europe,0.9138198479745964,FR,LU
Prime Video Sport Fr,BEYBLADE Français - ,0.8242514487998533,FR,FR
Prime Video Sport Fr,Baloo Live,0.7638876900569306,FR,FR
Fitness France,M•A•C Cosmetics Fran,0.8089995327232291,FR,FR
Fitness France,Wasi Gaming,0.8568144991863869,FR,FR
Fitness France,Utazás BUSINESS CLAS,0.7624526311339487,FR,HU
Fitness France,Poneeey Live (Gaming,0.8893778206141976,FR,FR
LAROQ - Performance ,Thérèse [musique & p,0.8210211645521552,FR,FR
LAROQ - Performance ,VoilaChef France,0.9321718352353147,FR,FR
LAROQ - Performance ,Belső utazás (The Jo,0.8657419794349931,FR,HU
LAROQ - Performance ,Der Legionär Magyar,0.8263974513474873,FR,HU
LAROQ - Performance ,YONZAN VLOG,0.7952345612456608,FR,LU
LAROQ - Performance ,PwC Luxembourg,0.7892363573963159,FR,LU
LAROQ - Performance ,Christian Lavey - Ma,0.8494660151323286,FR,LU
Impulse Fitness Fran,FRED'S KITCHEN FRANC,0.8645142217353989,FR,FR
Impulse Fitness Fran,Miss Small Beauty Fr,0.8488333093098401,FR,FR
Impulse Fitness Fran,Vegan Fighter France,0.8145419707406906,FR,FR
Impulse Fitness Fran,Magyar Zene Nyaralój,0.8237989178225632,FR,HU
Impulse Fitness Fran,91. perc podcast,0.7959616367337488,FR,HU
Impulse Fitness Fran,Chaos Boys Hungary -,0.8084207414910011,FR,HU
Impulse Fitness Fran,Rugby Club Luxembour,0.8970275633196044,FR,LU
Impulse Fitness Fran,Chill mam Will,0.9189026854588344,FR,LU
Impulse Fitness Fran,Powerlifting & Weigh,0.8012347559197736,FR,LU
Musique France,Ricch Rock France,0.8750840820942767,FR,FR
France Musique conce,SleepingBeauty,0.8516298477728678,FR,FR
France Musique conce,Jaime French,0.7636266243986238,FR,FR
France Musique conce,Indian Mom in Europe,0.8215717368893454,FR,LU
France Musique conce,Baloo Live,0.8844146171335083,FR,FR
Ricch Rock France,FlashGraphics Luxemb,0.7641539208486154,FR,LU
Juste pour rire Fran,Lékué France,0.8121355719523072,FR,FR
Juste pour rire Fran,Utazás BUSINESS CLAS,0.8024877901548403,FR,HU
Juste pour rire Fran,MKUK - Magyar Kanizs,0.8675479183589002,FR,HU
Juste pour rire Fran,Luxembourg for Touri,0.8782386602251314,FR,LU
Juste pour rire Fran,PwC Luxembourg,0.7828468378780885,FR,LU
Thérèse [musique & p,VoilaChef France,0.8208001229313653,FR,FR
Thérèse [musique & p,Lékué France,0.8137155151838708,FR,FR
Thérèse [musique & p,Crêpes De France,0.7650206991073025,FR,FR
Thérèse [musique & p,Belső utazás (The Jo,0.909735731723878,FR,HU
Thérèse [musique & p, Poroszka Magyar Zso,0.8114073381577892,FR,HU
Thérèse [musique & p,MKUK - Magyar Kanizs,0.7580779754503629,FR,HU
Thérèse [musique & p,Der Legionär Magyar,0.898657399442163,FR,HU
Thérèse [musique & p,YONZAN VLOG,0.865768047869753,FR,LU
Thérèse [musique & p,PwC Luxembourg,0.8741709174624713,FR,LU
Thérèse [musique & p,Parkinson: Recherche,0.8444987406653066,FR,LU
Thérèse [musique & p,Christian Lavey - Ma,0.9546590922460201,FR,LU
Daily French Voyage,Tamanna’s Kitchen & ,0.7933414535577185,FR,FR
Voyage Voyages,France・Table & Voyag,0.8193536737006517,FR,FR
Voyage Voyages,Thisu Beauty,0.7942597865335107,FR,FR
Voyage Voyages,SRAM,0.7769428003375077,FR,HU
Voyage Voyages,Best Of Fortnite Fra,0.7892520901596366,FR,FR
France・Table & Voyag,Thisu Beauty,0.7914947667511221,FR,FR
France・Table & Voyag,Best Of Fortnite Fra,0.9218928073774616,FR,FR
VoilaChef France,Belső utazás (The Jo,0.8849096114220769,FR,HU
VoilaChef France,Der Legionär Magyar,0.8026933320444082,FR,HU
VoilaChef France,YONZAN VLOG,0.8257349982575293,FR,LU
VoilaChef France,PwC Luxembourg,0.767408536269352,FR,LU
VoilaChef France,Christian Lavey - Ma,0.8536254229011269,FR,LU
FRED'S KITCHEN FRANC,Jahanara lifestyle f,0.8007173377418209,FR,FR
FRED'S KITCHEN FRANC,Vegan Fighter France,0.759338879497625,FR,FR
FRED'S KITCHEN FRANC,Magyar Zene Nyaralój,0.838610454238942,FR,HU
FRED'S KITCHEN FRANC,Chaos Boys Hungary -,0.9089285374572196,FR,HU
FRED'S KITCHEN FRANC,Rugby Club Luxembour,0.7918203741060705,FR,LU
FRED'S KITCHEN FRANC,Chill mam Will,0.8595027845071551,FR,LU
パリ Franceのマルシェから,Onacook France,0.8720203849489445,FR,FR
パリ Franceのマルシェから,Crêpes De France,0.7671241304816753,FR,FR
パリ Franceのマルシェから,Sheikh sathi lifesty,0.7608610932383862,FR,FR
パリ Franceのマルシェから,French Lifestyle,0.8553637329492856,FR,FR
パリ Franceのマルシェから,Gay in Rural France ,0.7892317572458161,FR,FR
パリ Franceのマルシェから,Magyar E-sport Szöve,0.7973202503092088,FR,HU
パリ Franceのマルシェから,Magyar Funkcionális ,0.9266834118397923,FR,HU
パリ Franceのマルシェから,12 Tone Music,0.8915427657080014,FR,HU
パリ Franceのマルシェから,Anibarátok Podcast,0.8659222600646719,FR,HU
パリ Franceのマルシェから,HUSZONEGY Bitcoin po,0.8231908448265504,FR,HU
パリ Franceのマルシェから,Choeur de Chambre de,0.8155002257399611,FR,LU
パリ Franceのマルシェから,Auchan Luxembourg,0.7947755769386589,FR,LU
パリ Franceのマルシェから,Vaibhav KKM,0.8163527952380185,FR,LU
パリ Franceのマルシェから,CMCM Luxembourg,0.7812999370440098,FR,LU
パリ Franceのマルシェから,Luxembourg Institute,0.7564079619128425,FR,LU
パリ Franceのマルシェから,Le Recap Twitch,0.9039877967132904,FR,FR
Onacook France,French Lifestyle,0.7662918127749042,FR,FR
Onacook France,Magyar E-sport Szöve,0.8237167573734995,FR,HU
Onacook France,Magyar Funkcionális ,0.8823668425190492,FR,HU
Onacook France,12 Tone Music,0.9292100519237917,FR,HU
Onacook France,Anibarátok Podcast,0.768665250778835,FR,HU
Onacook France,Choeur de Chambre de,0.7969926684054274,FR,LU
Onacook France,Auchan Luxembourg,0.891301578314589,FR,LU
Onacook France,CMCM Luxembourg,0.85078522031058,FR,LU
Onacook France,Luxembourg Institute,0.8485076352042635,FR,LU
Onacook France,Le Recap Twitch,0.8486719687528473,FR,FR
Onacook France, Magyar Gamer CJ,0.8117458741607004,FR,HU
Kumiko Recette,Ala Luxembourg Lo | ,0.8035963785063616,FR,LU
Lékué France,Crêpes De France,0.7902424391892068,FR,FR
Lékué France, Poroszka Magyar Zso,0.9017430806288399,FR,HU
Lékué France,MKUK - Magyar Kanizs,0.8076284745884421,FR,HU
Lékué France,Der Legionär Magyar,0.818385834337777,FR,HU
Lékué France,PwC Luxembourg,0.8505782050836669,FR,LU
Lékué France,Parkinson: Recherche,0.7856054188390913,FR,LU
Lékué France,Christian Lavey - Ma,0.7838698489592447,FR,LU
MAGGI France,Nemzeti Filmintézet,0.7613362203989863,FR,HU
MAGGI France,Rubicon Történelem,0.7808637755833109,FR,HU
Crêpes De France,Sheikh sathi lifesty,0.7899813856188009,FR,FR
Crêpes De France,French Lifestyle,0.8521170672681923,FR,FR
Crêpes De France,Anibarátok Podcast,0.80565370438176,FR,HU
Crêpes De France, Poroszka Magyar Zso,0.8646026565739442,FR,HU
Crêpes De France,From Luxembourg with,0.7999474955222312,FR,LU
Crêpes De France,Vaibhav KKM,0.8500943430061937,FR,LU
Crêpes De France,YONZAN VLOG,0.7665276549043769,FR,LU
Crêpes De France,Parkinson: Recherche,0.8620438641161194,FR,LU
oklm beauty France ,Onorina Jomir Beauty,0.8486004996651118,FR,FR
oklm beauty France ,Magyar Lelátó,0.7966009127274919,FR,HU
oklm beauty France ,ablan star bebegim,0.7739040529345397,FR,HU
oklm beauty France ,"Izraelben utazás, cs",0.8485732420206868,FR,HU
oklm beauty France ,Hungarian Mirror,0.7671529325316436,FR,HU
oklm beauty France ,Travel Nature & Spor,0.9110145555919636,FR,LU
oklm beauty France ,Luxembourg Sports Ne,0.8722116897469636,FR,LU
oklm beauty France ,Luxembourg Expo Pavi,0.825510319543799,FR,LU
oklm beauty France ,Meghna Luxembourg Vl,0.8005787780683069,FR,LU
oklm beauty France ,Powerlifting & Weigh,0.7829054296248942,FR,LU
oklm beauty France ,Healthcareers Luxemb,0.8831644065001302,FR,LU
oklm beauty France ,Ultima Gaming France,0.9455253304385782,FR,FR
oklm beauty France ,luxembourg ball gami,0.8087380395313742,FR,LU
Shark Beauty France,Magyar Humor,0.8786285739645149,FR,HU
Miss Small Beauty Fr,Vegan Fighter France,0.7736952831878007,FR,FR
Miss Small Beauty Fr,ablan star bebegim,0.7765751487475425,FR,HU
Miss Small Beauty Fr,Magyar Zene Nyaralój,0.7703063345704009,FR,HU
Miss Small Beauty Fr,"Izraelben utazás, cs",0.8652152145412575,FR,HU
Miss Small Beauty Fr,91. perc podcast,0.8056497357116952,FR,HU
Miss Small Beauty Fr,Hungarian Mirror,0.7770896690545739,FR,HU
Miss Small Beauty Fr,Luxembourg Sports Ne,0.7883902688384,FR,LU
Miss Small Beauty Fr,Rugby Club Luxembour,0.9376662124062698,FR,LU
Miss Small Beauty Fr,Luxembourg Expo Pavi,0.8623584246275222,FR,LU
Miss Small Beauty Fr,Chill mam Will,0.8435693374376113,FR,LU
Miss Small Beauty Fr,Anna Luxembourg,0.7831874363208234,FR,LU
Miss Small Beauty Fr,Powerlifting & Weigh,0.8887487726061278,FR,LU
Miss Small Beauty Fr,Ultima Gaming France,0.7836159234154725,FR,FR
Miss Small Beauty Fr,luxembourg ball gami,0.8233918413955158,FR,LU
Lr health and Beauty,French Quarter Podca,0.9313420121052138,FR,FR
Lr health and Beauty,Healthcare Week Luxe,0.8034886501397647,FR,LU
M•A•C Cosmetics Fran,Wasi Gaming,0.759507353789262,FR,FR
M•A•C Cosmetics Fran,The Escape Plans,0.8652369266727656,FR,LU
M•A•C Cosmetics Fran,CHL Luxembourg,0.7575301990556035,FR,LU
M•A•C Cosmetics Fran,Poneeey Live (Gaming,0.7693201386417059,FR,FR
Onorina Jomir Beauty,Magyar Lelátó,0.9124787098008871,FR,HU
Onorina Jomir Beauty,"Izraelben utazás, cs",0.8013451053033266,FR,HU
Onorina Jomir Beauty,Trove Film Collectiv,0.8214895922063014,FR,HU
Onorina Jomir Beauty,Hungarian Mirror,0.8378245685144005,FR,HU
Onorina Jomir Beauty,Travel Nature & Spor,0.7871212089633058,FR,LU
Onorina Jomir Beauty,Luxembourg Sports Ne,0.8993500139640764,FR,LU
Onorina Jomir Beauty,Powerlifting & Weigh,0.7868709877220704,FR,LU
Onorina Jomir Beauty,CMCM Luxembourg,0.7710364939231878,FR,LU
Onorina Jomir Beauty,Healthcareers Luxemb,0.763053904333566,FR,LU
Onorina Jomir Beauty,Ultima Gaming France,0.8412853003453198,FR,FR
Onorina Jomir Beauty, Magyar Gamer CJ,0.8029319092967647,FR,HU
PassioneBeauty Franc,LR Health & Beauty F,0.8042545588628194,FR,FR
PassioneBeauty Franc,Lisa,0.9340889911401256,FR,LU
PassioneBeauty Franc,The Escape Plans,0.7970214697696144,FR,LU
LR Health & Beauty F,Lisa,0.8142950813657014,FR,LU
French For A Day,Magyar Közöny Podcas,0.837595954910299,FR,HU
French For A Day,Nemzeti Filmintézet,0.7731351709824974,FR,HU
SleepingBeauty,SRAM,0.7793306207219315,FR,HU
SleepingBeauty,Baloo Live,0.8432438666246629,FR,FR
Jaime French,Baloo Live,0.8382880950550902,FR,FR
DEFI - La Mode de Fr,Vegan Fighter France,0.8138177586485388,FR,FR
DEFI - La Mode de Fr,91. perc podcast,0.803725427265411,FR,HU
DEFI - La Mode de Fr,Lux Podcast,0.761727791365839,FR,LU
DEFI - La Mode de Fr,FJU Luxembourg,0.8609846018738474,FR,LU
DEFI - La Mode de Fr,Anna Luxembourg,0.769858729854373,FR,LU
DEFI - La Mode de Fr,The Little Gym Luxem,0.9051289900375371,FR,LU
Sheikh sathi lifesty,French Lifestyle,0.8534134413505691,FR,FR
Sheikh sathi lifesty,Tamanna’s Kitchen & ,0.8370794732807992,FR,FR
Sheikh sathi lifesty,Gay in Rural France ,0.7974569624795735,FR,FR
Sheikh sathi lifesty,Anibarátok Podcast,0.8623817248301849,FR,HU
Sheikh sathi lifesty,HUSZONEGY Bitcoin po,0.8576494593790132,FR,HU
Sheikh sathi lifesty,From Luxembourg with,0.9156794762228808,FR,LU
Sheikh sathi lifesty,Vaibhav KKM,0.8964933966106027,FR,LU
Sheikh sathi lifesty,Parkinson: Recherche,0.7959857782718248,FR,LU
Bangali meye in Fren,Froothie Luxembourg,0.7577155278032296,FR,LU
French Lifestyle,Tamanna’s Kitchen & ,0.760683481040113,FR,FR
French Lifestyle,Gay in Rural France ,0.7850580018309131,FR,FR
French Lifestyle,Magyar Funkcionális ,0.8073433129227654,FR,HU
French Lifestyle,12 Tone Music,0.7747631911942333,FR,HU
French Lifestyle,Anibarátok Podcast,0.935799622920925,FR,HU
French Lifestyle,HUSZONEGY Bitcoin po,0.8511955457335197,FR,HU
French Lifestyle,From Luxembourg with,0.8190218846375592,FR,LU
French Lifestyle,Vaibhav KKM,0.9425686451415419,FR,LU
French Lifestyle,Parkinson: Recherche,0.7871093640390258,FR,LU
French Lifestyle,Le Recap Twitch,0.8047604172279289,FR,FR
Tamanna’s Kitchen & ,Gay in Rural France ,0.8575239997394882,FR,FR
Tamanna’s Kitchen & ,Anibarátok Podcast,0.7926465155411541,FR,HU
Tamanna’s Kitchen & ,HUSZONEGY Bitcoin po,0.8539897646460188,FR,HU
Tamanna’s Kitchen & ,From Luxembourg with,0.7905309788708521,FR,LU
Tamanna’s Kitchen & ,Vaibhav KKM,0.7809438525905841,FR,LU
Jahanara lifestyle f,Magyar Zene Nyaralój,0.8580506166484595,FR,HU
Jahanara lifestyle f,"Trader Rock - Forex,",0.9070457186006309,FR,HU
Jahanara lifestyle f,Chaos Boys Hungary -,0.8651934328803355,FR,HU
Jahanara lifestyle f,Choeur de Chambre de,0.759072071201825,FR,LU
Jahanara lifestyle f,Chill mam Will,0.7786288208600807,FR,LU
French Quarter Podca,Healthcare Week Luxe,0.7606124544170022,FR,LU
Vegan Fighter France,91. perc podcast,0.8961678399700539,FR,HU
Vegan Fighter France,Rugby Club Luxembour,0.7864972263585681,FR,LU
Vegan Fighter France,Chill mam Will,0.7602678882768947,FR,LU
Vegan Fighter France,Lux Podcast,0.8162655453117502,FR,LU
Vegan Fighter France,Anna Luxembourg,0.7967237742691711,FR,LU
Vegan Fighter France,The Little Gym Luxem,0.7818212731496449,FR,LU
Gay in Rural France ,Magyar Funkcionális ,0.7976727906531349,FR,HU
Gay in Rural France ,12 Tone Music,0.7572462152922957,FR,HU
Gay in Rural France ,Anibarátok Podcast,0.829628432850096,FR,HU
Gay in Rural France ,"Trader Rock - Forex,",0.8135219563115684,FR,HU
Gay in Rural France ,HUSZONEGY Bitcoin po,0.9064621460678002,FR,HU
Gay in Rural France ,Choeur de Chambre de,0.8178934502790038,FR,LU
Gay in Rural France ,Vaibhav KKM,0.7854398697341252,FR,LU
Gay in Rural France ,Le Recap Twitch,0.8255446360149185,FR,FR
Wasi Gaming,CHL Luxembourg,0.8055538387921626,FR,LU
Wasi Gaming,Poneeey Live (Gaming,0.7807029843801443,FR,FR
Magyar Lelátó,Magyar Humor,0.7928914197083725,HU,HU
Magyar Lelátó,Trove Film Collectiv,0.7992590540959941,HU,HU
Magyar Lelátó,Hungarian Mirror,0.8000661017329285,HU,HU
Magyar Lelátó,Luxembourg Sports Ne,0.8285907928574164,HU,LU
Magyar Lelátó,Auchan Luxembourg,0.7742547504367789,HU,LU
Magyar Lelátó,CMCM Luxembourg,0.7931375587981757,HU,LU
Magyar Lelátó,Ultima Gaming France,0.7828685603440783,HU,FR
Magyar Lelátó, Magyar Gamer CJ,0.8462722944094914,HU,HU
Magyar E-sport Szöve,Magyar Funkcionális ,0.8503532033342286,HU,HU
Magyar E-sport Szöve,12 Tone Music,0.8662148108754812,HU,HU
Magyar E-sport Szöve,"Trader Rock - Forex,",0.7584706514557105,HU,HU
Magyar E-sport Szöve,Trove Film Collectiv,0.8543206273650197,HU,HU
Magyar E-sport Szöve,Hungarian Mirror,0.8116321659354669,HU,HU
Magyar E-sport Szöve,Choeur de Chambre de,0.8995813947828746,HU,LU
Magyar E-sport Szöve,Auchan Luxembourg,0.8427604491420737,HU,LU
Magyar E-sport Szöve,CMCM Luxembourg,0.89582293202235,HU,LU
Magyar E-sport Szöve,Luxembourg Institute,0.7619365533366749,HU,LU
Magyar E-sport Szöve,Le Recap Twitch,0.8532525850833178,HU,FR
Magyar E-sport Szöve, Magyar Gamer CJ,0.8207585526109616,HU,HU
Magyar Funkcionális ,12 Tone Music,0.9342261103140096,HU,HU
Magyar Funkcionális ,Anibarátok Podcast,0.828053010256362,HU,HU
Magyar Funkcionális ,HUSZONEGY Bitcoin po,0.8110843995534598,HU,HU
Magyar Funkcionális ,Choeur de Chambre de,0.8669087517612799,HU,LU
Magyar Funkcionális ,Auchan Luxembourg,0.8224701518203953,HU,LU
Magyar Funkcionális ,Vaibhav KKM,0.7757785290726757,HU,LU
