year_month,engagement_rate,view_count
2025-06,0.08709677419354839,620.0
2025-07,0.0429488209011187,103187.72527472528
2025-08,0.044266690557869734,19418.150442477876
2025-09,0.03407942143620587,38751.15209125475
2025-10,0.03709929677207842,14942.953125
2025-11,0.04334674532043159,16298.05859375
2025-12,0.025652388051897387,10172.666165413533
